"id","keyword","frequency"
"linkedin_15","DATA",16
"linkedin_15","WITH",13
"linkedin_15","THE",10
"linkedin_15","A",9
"linkedin_15","SOFTWARE",5
"linkedin_15","EXPERIENCE",5
"linkedin_15","WITH THE",4
"linkedin_15","TEAM",4
"linkedin_15","BE",4
"linkedin_15","DEVELOPMENT",3
"linkedin_15","TEAM TO",3
"linkedin_15","AN",3
"linkedin_15","ANALYSIS",3
"linkedin_15","IMPLEMENT",3
"linkedin_15","WORK",3
"linkedin_15","NEW",3
"linkedin_15","MINE",3
"linkedin_15","BE A",3
"linkedin_15","TECHNOLOGY",3
"linkedin_15","ARE",3
"linkedin_15","HIRING",3
"linkedin_15","THE SOFTWARE",2
"linkedin_15","WITH THE SOFTWARE",2
"linkedin_15","SOFTWARE DEVELOPMENT",2
"linkedin_15","DEVELOPMENT TEAM",2
"linkedin_15","SOFTWARE DEVELOPMENT TEAM",2
"linkedin_15","OF DATA",2
"linkedin_15","RESEARCH",2
"linkedin_15","DEVISE",2
"linkedin_15","STATISTICAL",2
"linkedin_15","COMMUNICATE",2
"linkedin_15","ALL",2
"linkedin_15","CUSTOMERS",2
"linkedin_15","SMARTER",2
"linkedin_15","BUSINESS",2
"linkedin_15","AND IMPLEMENT",2
"linkedin_15","INSIGHTS",2
"linkedin_15","INDUSTRY",2
"linkedin_15","DEVELOPMENTS",2
"linkedin_15","CAN",2
"linkedin_15","CAN BE",2
"linkedin_15","EXECUTE",2
"linkedin_15","PRODUCTS",2
"linkedin_15","ANALYTICAL",2
"linkedin_15","VARIOUS",2
"linkedin_15","MAKE",2
"linkedin_15","AND MAKE",2
"linkedin_15","SITES",2
"linkedin_15","TO MINE",2
"linkedin_15","STORES",2
"linkedin_15","DATA FOR",2
"linkedin_15","OBJECTIVE",2
"linkedin_15","ENGINEERS",2
"linkedin_15","APPLIED",2
"linkedin_15","MATHEMATICS",2
"linkedin_15","PROFICIENCY",2
"linkedin_15","POWERPOINT",2
"linkedin_15","DYNAMIC",2
"linkedin_15","IN A",2
"linkedin_15","ORIENTED",2
"linkedin_15","SCIENTIST",2
"linkedin_15","TIME",2
"linkedin_15","ONSITEHYBRID",2
"linkedin_15","DATA SCIENTIST",2
"linkedin_15","WENACHEE",2
"linkedin_15","LOCAL",2
"linkedin_15","C2C",2
"linkedin_15","PORTLAND",2
"linkedin_15","HEALTHCARE",2
"linkedin_15","LETS",2
"linkedin_15","RECRUITERS",2
"linkedin_15","JOB",2
"linkedin_15","WILL",2
"linkedin_15","COLLABORATIVE",2
"linkedin_15","ASSIGNMENTS",2
"linkedin_15","GENDER",2
"linkedin_15","ANGELES",2
"linkedin_15","COLLABORATE",1
"linkedin_15","COLLABORATE WITH",1
"linkedin_15","COLLABORATE WITH THE",1
"linkedin_15","COLLABORATE WITH THE SOFTWARE",1
"linkedin_15","DEVELOPMENT TEAM TO",1
"linkedin_15","SOFTWARE DEVELOPMENT TEAM TO",1
"linkedin_15","DEVELOP",1
"linkedin_15","UNDERSTANDING",1
"linkedin_15","TO DEVELOP",1
"linkedin_15","DEVELOP AN",1
"linkedin_15","AN UNDERSTANDING",1
"linkedin_15","UNDERSTANDING OF",1
"linkedin_15","TO DEVELOP AN",1
"linkedin_15","DEVELOP AN UNDERSTANDING",1
"linkedin_15","AN UNDERSTANDING OF",1
"linkedin_15","TO DEVELOP AN UNDERSTANDING",1
"linkedin_15","DEVELOP AN UNDERSTANDING OF",1
"linkedin_15","TO DEVELOP AN UNDERSTANDING OF",1
