"id","keyword","frequency"
"indeed_11","DATA",26
"indeed_11","THE",22
"indeed_11","A",21
"indeed_11","WITH",10
"indeed_11","IS",10
"indeed_11","EXPERIENCE",8
"indeed_11","TSSCI",8
"indeed_11","SKILLS",7
"indeed_11","SUCH",6
"indeed_11","SUCH AS",6
"indeed_11","BE",6
"indeed_11","CITIZENSHIP",5
"indeed_11","REQUIRED",5
"indeed_11","CLEARANCE",5
"indeed_11","USING",5
"indeed_11","ANALYSIS",5
"indeed_11","NEW",5
"indeed_11","QUALIFICATIONS",5
"indeed_11","STATES",4
"indeed_11","POSITION",4
"indeed_11","THIS POSITION",4
"indeed_11","MAKE",4
"indeed_11","STRONG",4
"indeed_11","TECHNICAL",4
"indeed_11","EXCEL",4
"indeed_11","ETC",4
"indeed_11","TECHNIQUES",4
"indeed_11","TOOLKITS",4
"indeed_11","TSSCI CLEARANCE",4
"indeed_11","LIFECYCLE",4
"indeed_11","LANGUAGES",4
"indeed_11","APPLIED",4
"indeed_11","STATISTICAL",4
"indeed_11","MATLAB",4
"indeed_11","PRINCIPAL",4
"indeed_11","SCIENTIST",4
"indeed_11","PRINCIPAL DATA",4
"indeed_11","DATA SCIENTIST",4
"indeed_11","PRINCIPAL DATA SCIENTIST",4
"indeed_11","SR",4
"indeed_11","SCIENCES",3
"indeed_11","UNITED",3
"indeed_11","UNITED STATES",3
"indeed_11","POSITIONS",3
"indeed_11","7",3
"indeed_11","ENGINEERING",3
"indeed_11","REPORTS",3
"indeed_11","COMMUNICATION",3
"indeed_11","DEVELOP",3
"indeed_11","SYSTEMS",3
"indeed_11","ANALYTICS",3
"indeed_11","OF DATA",3
"indeed_11","PROBLEM",3
"indeed_11","PROGRAMMING",3
"indeed_11","WORK",3
"indeed_11","DECISIONS",3
"indeed_11","BACHELORS",3
"indeed_11","IN A",3
"indeed_11","YEARS",3
"indeed_11","YEARS WITH",3
"indeed_11","TOP",3
"indeed_11","A TOP",3
"indeed_11","BUSINESS",3
"indeed_11","US CITIZENSHIP",3
"indeed_11","CITIZENSHIP IS",3
"indeed_11","IS A",3
"indeed_11","US CITIZENSHIP IS",3
"indeed_11","PROFICIENT",3
"indeed_11","IN THE",3
"indeed_11","ARE",3
"indeed_11","SETS",3
